Country Name,Country Code,Indicator Name,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Costa Rica,CRI,"Population, female",SP.POP.TOTL.FE.IN,1955051,1991165,2024734,2056440,2087276,2117986,2148776,2179428,2209783,2239527,2268446,2296505,2323842,2350526,2376650,2402304,2427501
Costa Rica,CRI,"Population, male",SP.POP.TOTL.MA.IN,1970392,2005633,2038470,2069531,2099762,2129855,2160018,2190041,2219725,2248736,2276834,2303969,2330280,2355875,2380925,2405548,2429773
Costa Rica,CRI,"Population, total",SP.POP.TOTL,3925443,3996798,4063204,4125971,4187038,4247841,4308794,4369469,4429508,4488263,4545280,4600474,4654122,4706401,4757575,4807852,4857274
Cote d'Ivoire,CIV,"Population, female",SP.POP.TOTL.FE.IN,8076629,8257519,8427205,8591582,8758797,8935192,9122590,9320689,9531016,9754691,9992365,10245339,10513553,10794417,11084143,11379956,11680932
Cote d'Ivoire,CIV,"Population, male",SP.POP.TOTL.MA.IN,8609932,8782633,8939312,9087773,9238941,9401111,9576845,9765252,9966970,10181675,10408966,10649972,10905050,11171895,11447207,11728516,12014987
Cote d'Ivoire,CIV,"Population, total",SP.POP.TOTL,16686561,17040152,17366517,17679355,17997738,18336303,18699435,19085941,19497986,19936366,20401331,20895311,21418603,21966312,22531350,23108472,23695919
Croatia,HRV,"Population, female",SP.POP.TOTL.FE.IN,2295252,2303194,2303204,2302755,2301675,2302805,2301544,2299377,2298601,2295806,2289913,2218757,2211913,2205645,2196497,2178188,2160700
Croatia,HRV,"Population, male",SP.POP.TOTL.MA.IN,2130748,2136806,2136796,2137245,2137325,2139195,2138456,2136623,2135907,2133272,2127868,2061865,2055645,2050044,2041892,2025416,2009900
Croatia,HRV,"Population, total",SP.POP.TOTL,4426000,4440000,4440000,4440000,4439000,4442000,4440000,4436000,4434508,4429078,4417781,4280622,4267558,4255689,4238389,4203604,4170600
Cuba,CUB,"Population, female",SP.POP.TOTL.FE.IN,5556419,5575590,5591429,5604310,5614816,5623520,5630265,5635277,5639981,5646174,5655068,5667422,5682663,5699090,5714209,5726254,5734606
Cuba,CUB,"Population, male",SP.POP.TOTL.MA.IN,5594317,5610952,5626569,5640575,5652125,5660733,5665968,5668410,5669773,5672428,5677983,5687229,5699483,5713077,5725558,5735178,5741376
Cuba,CUB,"Population, total",SP.POP.TOTL,11150736,11186542,11217998,11244885,11266941,11284253,11296233,11303687,11309754,11318602,11333051,11354651,11382146,11412167,11439767,11461432,11475982
Curacao,CUW,"Population, female",SP.POP.TOTL.FE.IN,71010,68474,68539,69944,71203,73163,75301,77110,78421,79226,80458,81755,82508,83474,84603,85702,86752
Curacao,CUW,"Population, male",SP.POP.TOTL.MA.IN,62850,60573,60666,61953,62989,64495,65938,66946,67459,67607,68245,69076,69580,70348,71306,72277,73247
Curacao,CUW,"Population, total",SP.POP.TOTL,133860,129047,129205,131897,134192,137658,141239,144056,145880,146833,148703,150831,152088,153822,155909,157979,159999
Cyprus,CYP,"Population, female",SP.POP.TOTL.FE.IN,467862,475707,483117,490493,498404,507185,517088,527833,538700,548667,557031,563480,568316,572078,575633,579589,584133
Cyprus,CYP,"Population, male",SP.POP.TOTL.MA.IN,475424,484575,493849,503070,512006,520473,528421,535879,542863,549409,555576,561355,566746,571818,576676,581396,585992
Cyprus,CYP,"Population, total",SP.POP.TOTL,943286,960282,976966,993563,1010410,1027658,1045509,1063712,1081563,1098076,1112607,1124835,1135062,1143896,1152309,1160985,1170125
Czech Republic,CZE,"Population, female",SP.POP.TOTL.FE.IN,5266297,5246281,5236261,5234437,5234233,5237556,5245325,5267565,5302159,5324099,5333373,5340649,5346447,5347953,5353716,5364012,5371167
Czech Republic,CZE,"Population, male",SP.POP.TOTL.MA.IN,4988766,4970324,4960655,4959561,4962868,4973660,4993580,5031263,5082444,5119837,5141037,5155439,5164338,5166319,5171631,5182047,5190466
Czech Republic,CZE,"Population, total",SP.POP.TOTL,10255063,10216605,10196916,10193998,10197101,10211216,10238905,10298828,10384603,10443936,10474410,10496088,10510785,10514272,10525347,10546059,10561633
Denmark,DNK,"Population, female",SP.POP.TOTL.FE.IN,2697501,2706617,2714812,2721780,2728329,2735229,2743469,2754774,2770007,2783761,2794956,2805171,2814357,2824765,2837979,2857267,2880737
Denmark,DNK,"Population, male",SP.POP.TOTL.MA.IN,2642115,2652166,2661119,2668794,2676194,2684203,2693803,2706664,2723614,2739334,2752727,2765401,2777215,2790167,2805496,2826216,2850381
Denmark,DNK,"Population, total",SP.POP.TOTL,5339616,5358783,5375931,5390574,5404523,5419432,5437272,5461438,5493621,5523095,5547683,5570572,5591572,5614932,5643475,5683483,5731118
Djibouti,DJI,"Population, female",SP.POP.TOTL.FE.IN,356821,364384,371136,377317,383384,389625,396098,402695,409465,416421,423587,430997,438642,446422,454190,461853,469352
Djibouti,DJI,"Population, male",SP.POP.TOTL.MA.IN,360763,368327,375085,381298,387368,393629,400110,406707,413469,420419,427559,434940,442543,450266,457974,465561,472981
Djibouti,DJI,"Population, total",SP.POP.TOTL,717584,732711,746221,758615,770752,783254,796208,809402,822934,836840,851146,865937,881185,896688,912164,927414,942333
Dominica,DMA,"Population, female",SP.POP.TOTL.FE.IN,,,,,,,,,,,,,,,,,
Dominica,DMA,"Population, male",SP.POP.TOTL.MA.IN,,,,,,,,,,,,,,,,,
Dominica,DMA,"Population, total",SP.POP.TOTL,69676,69670,69824,70093,70379,70627,70807,70950,71074,71229,71440,71718,72044,72400,72778,73162,73543
Dominican Republic,DOM,"Population, female",SP.POP.TOTL.FE.IN,4271358,4340307,4409640,4479173,4548611,4617728,4686450,4754806,4822746,4890245,4957260,5023735,5089611,5154751,5219011,5282294,5344515
Dominican Republic,DOM,"Population, male",SP.POP.TOTL.MA.IN,4291264,4356819,4422645,4488587,4554387,4619838,4684888,4749547,4813774,4877513,4940725,5003360,5065339,5126545,5186833,5246100,5304276
Dominican Republic,DOM,"Population, total",SP.POP.TOTL,8562622,8697126,8832285,8967760,9102998,9237566,9371338,9504353,9636520,9767758,9897985,10027095,10154950,10281296,10405844,10528394,10648791
Ecuador,ECU,"Population, female",SP.POP.TOTL.FE.IN,6297391,6410713,6521538,6631444,6742605,6856562,6973888,7094093,7216381,7339466,7462398,7584942,7707304,7829452,7951447,8073303,8194893
Ecuador,ECU,"Population, male",SP.POP.TOTL.MA.IN,6331205,6442042,6550522,6658157,6767042,6878671,6993592,7111360,7231181,7351809,7472292,7592413,7712362,7832095,7951665,8071065,8190175
Ecuador,ECU,"Population, total",SP.POP.TOTL,12628596,12852755,13072060,13289601,13509647,13735233,13967480,14205453,14447562,14691275,14934690,15177355,15419666,15661547,15903112,16144368,16385068
"Egypt, Arab Rep.",EGY,"Population, female",SP.POP.TOTL.FE.IN,34741729,35388109,36049457,36721185,37396372,38071513,38741584,39412176,40102879,40840217,41641634,42514861,43449814,44423985,45405158,46369232,47308816
"Egypt, Arab Rep.",EGY,"Population, male",SP.POP.TOTL.MA.IN,35164259,35838831,36540661,37260757,37985527,38706636,39417464,40125077,40851002,41624805,42465972,43382700,44363443,45383448,46407408,47408940,48379865
"Egypt, Arab Rep.",EGY,"Population, total",SP.POP.TOTL,69905988,71226940,72590118,73981942,75381899,76778149,78159048,79537253,80953881,82465022,84107606,85897561,87813257,89807433,91812566,93778172,95688681
El Salvador,SLV,"Population, female",SP.POP.TOTL.FE.IN,3040179,3065127,3088239,3109899,3130554,3150611,3170205,3189419,3208385,3227242,3246088,3265001,3284057,3303305,3322780,3342507,3362501
El Salvador,SLV,"Population, male",SP.POP.TOTL.MA.IN,2827447,2840835,2852064,2861636,2870221,2878350,2886273,2894056,2901916,2910034,2918538,2927559,2937189,2947472,2958409,2969971,2982221
El Salvador,SLV,"Population, total",SP.POP.TOTL,5867626,5905962,5940303,5971535,6000775,6028961,6056478,6083475,6110301,6137276,6164626,6192560,6221246,6250777,6281189,6312478,6344722
Equatorial Guinea,GNQ,"Population, female",SP.POP.TOTL.FE.IN,296261,307027,318285,330152,342738,356138,370372,385405,401174,417606,434624,452205,470328,488902,507814,526980,546352
Equatorial Guinea,GNQ,"Population, male",SP.POP.TOTL.MA.IN,318062,332735,348122,364459,382079,401179,421845,443922,467244,491505,516480,542085,568265,594844,621610,648409,675138
Equatorial Guinea,GNQ,"Population, total",SP.POP.TOTL,614323,639762,666407,694611,724817,757317,792217,829327,868418,909111,951104,994290,1038593,1083746,1129424,1175389,1221490
Eritrea,ERI,"Population, female",SP.POP.TOTL.FE.IN,1696516,1748560,1807213,1868923,1928976,1983984,2032569,2075632,2114964,2153457,2193336,2234867,,,,,
Eritrea,ERI,"Population, male",SP.POP.TOTL.MA.IN,1696285,1748564,1807426,1869342,1929647,1985023,2034079,2077700,2117672,2156877,2197504,2239823,,,,,
Eritrea,ERI,"Population, total",SP.POP.TOTL,3392801,3497124,3614639,3738265,3858623,3969007,4066648,4153332,4232636,4310334,4390840,4474690,,,,,
Estonia,EST,"Population, female",SP.POP.TOTL.FE.IN,745418,740578,736353,732515,728901,725196,721050,717619,715336,713510,711411,708776,705732,702676,700288,700182,700195
Estonia,EST,"Population, male",SP.POP.TOTL.MA.IN,651567,647537,642997,638205,633649,629579,625760,623061,621754,621005,620064,618663,616964,615321,614257,615225,616286
Estonia,EST,"Population, total",SP.POP.TOTL,1396985,1388115,1379350,1370720,1362550,1354775,1346810,1340680,1337090,1334515,1331475,1327439,1322696,1317997,1314545,1315407,1316481
Ethiopia,ETH,"Population, female",SP.POP.TOTL.FE.IN,33360672,34338067,35339729,36362427,37400676,38450796,39511656,40585784,41677385,42792316,43934516,45105286,46302533,47522714,48760607,50012148,51275722
Ethiopia,ETH,"Population, male",SP.POP.TOTL.MA.IN,33176659,34154190,35157463,36182717,37223729,38276287,39339033,40414625,41507507,42623937,43768154,44941470,46141650,47365010,48606167,49860885,51127474
Ethiopia,ETH,"Population, total",SP.POP.TOTL,66537331,68492257,70497192,72545144,74624405,76727083,78850689,81000409,83184892,85416253,87702670,90046756,92444183,94887724,97366774,99873033,102403196
Faroe Islands,FRO,"Population, female",SP.POP.TOTL.FE.IN,,,,,,,,,,,,,,,,,
Faroe Islands,FRO,"Population, male",SP.POP.TOTL.MA.IN,,,,,,,,,,,,,,,,,
Faroe Islands,FRO,"Population, total",SP.POP.TOTL,47258,47526,47769,47974,48143,48285,48383,48448,48485,48517,48550,48608,48666,48747,48842,48965,49117
Fiji,FJI,"Population, female",SP.POP.TOTL.FE.IN,399204,400461,400855,400926,401390,402772,405266,408713,412794,417023,421030,424734,428230,431612,435004,438518,442151
Fiji,FJI,"Population, male",SP.POP.TOTL.MA.IN,412019,413757,414836,415702,416964,419045,422145,426099,430546,434944,438920,442352,445366,448103,450802,453631,456609
Fiji,FJI,"Population, total",SP.POP.TOTL,811223,814218,815691,816628,818354,821817,827411,834812,843340,851967,859950,867086,873596,879715,885806,892149,898760
Finland,FIN,"Population, female",SP.POP.TOTL.FE.IN,2649364,2654111,2659223,2664210,2670588,2678373,2687301,2697372,2708568,2720153,2731215,2742499,2754167,2765440,2775369,2782890,2789041
Finland,FIN,"Population, male",SP.POP.TOTL.MA.IN,2526845,2533897,2541375,2548804,2557584,2567723,2578967,2591348,2604831,2618718,2632137,2645773,2659804,2673532,2686143,2696641,2706055
Finland,FIN,"Population, total",SP.POP.TOTL,5176209,5188008,5200598,5213014,5228172,5246096,5266268,5288720,5313399,5338871,5363352,5388272,5413971,5438972,5461512,5479531,5495096
France,FRA,"Population, female",SP.POP.TOTL.FE.IN,31049274,31271669,31495642,31715683,31946457,32184930,32407418,32606411,32786999,32953215,33112230,33267161,33421720,33586256,33747200,33886563,34015191
France,FRA,"Population, male",SP.POP.TOTL.MA.IN,29863224,30085762,30309625,30529201,30758440,30994426,31213958,31409818,31587991,31753829,31915282,32075615,32238070,32412314,32584757,32737505,32880918
France,FRA,"Population, total",SP.POP.TOTL,60912498,61357431,61805267,62244884,62704897,63179356,63621376,64016229,64374990,64707044,65027512,65342776,65659790,65998570,66331957,66624068,66896109
French Polynesia,PYF,"Population, female",SP.POP.TOTL.FE.IN,115116,117208,119131,120908,122571,124154,125657,127078,128407,129653,130825,131899,132897,133884,134936,136113,137438
French Polynesia,PYF,"Population, male",SP.POP.TOTL.MA.IN,122142,124065,125875,127591,129204,130732,132175,133516,134772,135928,136995,137944,138806,139644,140548,141577,142770
French Polynesia,PYF,"Population, total",SP.POP.TOTL,237258,241273,245006,248499,251775,254886,257832,260594,263179,265581,267820,269843,271703,273528,275484,277690,280208
Gabon,GAB,"Population, female",SP.POP.TOTL.FE.IN,620448,635201,650458,666323,682933,700401,718642,737674,757855,779641,803281,828981,856432,884629,912250,938315,962446
Gabon,GAB,"Population, male",SP.POP.TOTL.MA.IN,610674,627058,643951,661823,681272,702725,726202,751519,778556,807113,836929,868120,900385,932642,963463,991860,1017340
Gabon,GAB,"Population, total",SP.POP.TOTL,1231122,1262259,1294409,1328146,1364205,1403126,1444844,1489193,1536411,1586754,1640210,1697101,1756817,1817271,1875713,1930175,1979786
"Gambia, The",GMB,"Population, female",SP.POP.TOTL.FE.IN,619905,639803,660658,682421,704924,728084,751880,776342,801506,827422,854117,881602,909844,938796,968409,998628,1029438
"Gambia, The",GMB,"Population, male",SP.POP.TOTL.MA.IN,611939,630692,650691,671773,693649,716120,739141,762774,787066,812138,838032,864761,892281,920528,949443,978962,1009063
"Gambia, The",GMB,"Population, total",SP.POP.TOTL,1231844,1270495,1311349,1354194,1398573,1444204,1491021,1539116,1588572,1639560,1692149,1746363,1802125,1859324,1917852,1977590,2038501
Georgia,GEO,"Population, female",SP.POP.TOTL.FE.IN,2323800,2308733,2295260,2267649,2239377,2210626,2181254,2150918,2120993,2090928,2061073,2032045,2003771,1976329,1949259,1943041,1943614
Georgia,GEO,"Population, male",SP.POP.TOTL.MA.IN,2094500,2077667,2061740,2033351,2005623,1979374,1954746,1931082,1909007,1887072,1864927,1842955,1821229,1799671,1777741,1774059,1775686
Georgia,GEO,"Population, total",SP.POP.TOTL,4418300,4386400,4357000,4301000,4245000,4190000,4136000,4082000,4030000,3978000,3926000,3875000,3825000,3776000,3727000,3717100,3719300
Germany,DEU,"Population, female",SP.POP.TOTL.FE.IN,42178635,42219057,42261204,42257125,42221344,42171170,42097724,42015818,41910331,41778326,41688042,40896135,40946459,41031907,41177351,41510094,41984006
Germany,DEU,"Population, male",SP.POP.TOTL.MA.IN,40032873,40130868,40227291,40277051,40294916,40298252,40278727,40250554,40199766,40123981,40088888,39378848,39479364,39613698,39805149,40176517,40683679
Germany,DEU,"Population, total",SP.POP.TOTL,82211508,82349925,82488495,82534176,82516260,82469422,82376451,82266372,82110097,81902307,81776930,80274983,80425823,80645605,80982500,81686611,82667685
Ghana,GHA,"Population, female",SP.POP.TOTL.FE.IN,9373777,9627492,9896583,10179717,10474404,10778298,11091802,11414105,11740054,12062997,12378257,12683468,12979926,13271204,13562832,13858892,14160325
Ghana,GHA,"Population, male",SP.POP.TOTL.MA.IN,9564985,9794113,10027939,10267065,10512132,10763711,11021623,11286107,11558586,11840834,12133847,12438328,12753123,13075047,13399731,13723929,14046403
Ghana,GHA,"Population, total",SP.POP.TOTL,18938762,19421605,19924522,20446782,20986536,21542009,22113425,22700212,23298640,23903831,24512104,25121796,25733049,26346251,26962563,27582821,28206728
Gibraltar,GIB,"Population, female",SP.POP.TOTL.FE.IN,,,,,,,,,,,,,,,,,
Gibraltar,GIB,"Population, male",SP.POP.TOTL.MA.IN,,,,,,,,,,,,,,,,,
Gibraltar,GIB,"Population, total",SP.POP.TOTL,31180,31374,31544,31720,31896,32085,32296,32510,32732,32956,33189,33405,33623,33831,34038,34228,34408
Greece,GRC,"Population, female",SP.POP.TOTL.FE.IN,5433618,5464694,5488622,5506449,5525298,5546900,5569090,5588865,5608998,5628369,5639279,5633479,5604589,5564878,5528491,5492875,5456150
Greece,GRC,"Population, male",SP.POP.TOTL.MA.IN,5372190,5397438,5413400,5421621,5429843,5440414,5451272,5459608,5468843,5478648,5482062,5471420,5440422,5400333,5363922,5328008,5290590
Greece,GRC,"Population, total",SP.POP.TOTL,10805808,10862132,10902022,10928070,10955141,10987314,11020362,11048473,11077841,11107017,11121341,11104899,11045011,10965211,10892413,10820883,10746740
Greenland,GRL,"Population, female",SP.POP.TOTL.FE.IN,,,,,,,,,,,,,,,,,
Greenland,GRL,"Population, male",SP.POP.TOTL.MA.IN,,,,,,,,,,,,,,,,,
Greenland,GRL,"Population, total",SP.POP.TOTL,56200,56350,56609,56765,56911,56935,56774,56555,56328,56323,56905,56890,56810,56483,56295,56114,56186
Grenada,GRD,"Population, female",SP.POP.TOTL.FE.IN,51375,51459,51539,51616,51691,51772,51876,51983,52104,52238,52381,52532,52691,52858,53042,53241,53450
Grenada,GRD,"Population, male",SP.POP.TOTL.MA.IN,50244,50390,50561,50759,50965,51177,51383,51603,51826,52058,52296,52543,52790,53051,53318,53582,53867
Grenada,GRD,"Population, total",SP.POP.TOTL,101619,101849,102100,102375,102656,102949,103259,103586,103930,104296,104677,105075,105481,105909,106360,106823,107317
Guam,GUM,"Population, female",SP.POP.TOTL.FE.IN,75899,76553,77000,77285,77487,77656,77813,77960,78106,78259,78418,78582,78777,79018,79354,79804,80383
Guam,GUM,"Population, male",SP.POP.TOTL.MA.IN,79430,79848,80175,80429,80612,80746,80835,80895,80929,80972,81026,81096,81196,81357,81613,81993,82513
Guam,GUM,"Population, total",SP.POP.TOTL,155329,156401,157175,157714,158099,158402,158648,158855,159035,159231,159444,159678,159973,160375,160967,161797,162896
Guatemala,GTM,"Population, female",SP.POP.TOTL.FE.IN,5934006,6076429,6222525,6371478,6522088,6673511,6825376,6977903,7131482,7286760,7444182,7603779,7765245,7928287,8092461,8257427,8423021
Guatemala,GTM,"Population, male",SP.POP.TOTL.MA.IN,5716737,5848517,5986323,6129000,6274837,6422517,6571632,6722383,6874884,7029448,7186235,7345140,7505811,7667927,7831098,7995002,8159448
Guatemala,GTM,"Population, total",SP.POP.TOTL,11650743,11924946,12208848,12500478,12796925,13096028,13397008,13700286,14006366,14316208,14630417,14948919,15271056,15596214,15923559,16252429,16582469
Guinea,GIN,"Population, female",SP.POP.TOTL.FE.IN,4422247,4499934,4579235,4661797,4748786,4841089,4940389,5047276,5160143,5276379,5394250,5513181,5634264,5759456,5891446,6032162,6182233
Guinea,GIN,"Population, male",SP.POP.TOTL.MA.IN,4386299,4471205,4558110,4648051,4741443,4838656,4941039,5049451,5162999,5280145,5399920,5521989,5647205,5777159,5914063,6059371,6213691
Guinea,GIN,"Population, total",SP.POP.TOTL,8808546,8971139,9137345,9309848,9490229,9679745,9881428,10096727,10323142,10556524,10794170,11035170,11281469,11536615,11805509,12091533,12395924
Guinea-Bissau,GNB,"Population, female",SP.POP.TOTL.FE.IN,634946,647591,661255,675792,690946,706552,722555,739065,756221,774218,793195,813185,834092,855739,877836,900194,922735
Guinea-Bissau,GNB,"Population, male",SP.POP.TOTL.MA.IN,608283,619921,632268,645410,659399,674286,690114,706893,724620,743230,762685,782969,804047,825756,847908,870332,892963
Guinea-Bissau,GNB,"Population, total",SP.POP.TOTL,1243229,1267512,1293523,1321202,1350345,1380838,1412669,1445958,1480841,1517448,1555880,1596154,1638139,1681495,1725744,1770526,1815698
Guyana,GUY,"Population, female",SP.POP.TOTL.FE.IN,378786,377478,376549,375899,375329,374704,373998,373316,372811,372686,373095,374094,375608,377474,379485,381464,383349
Guyana,GUY,"Population, male",SP.POP.TOTL.MA.IN,374515,374785,375335,375958,376323,376242,375603,374553,373503,373007,373461,375006,377483,380607,383908,387050,389954
Guyana,GUY,"Population, total",SP.POP.TOTL,753301,752263,751884,751857,751652,750946,749601,747869,746314,745693,746556,749100,753091,758081,763393,768514,773303
Haiti,HTI,"Population, female",SP.POP.TOTL.FE.IN,4327908,4399844,4471170,4542336,4613930,4686361,4759769,4833926,4908447,4982759,5056436,5129341,5201518,5272949,5343654,5413639,5482852
Haiti,HTI,"Population, male",SP.POP.TOTL.MA.IN,4221292,4292723,4363563,4434216,4505248,4577043,4649688,4722963,4796582,4870111,4943181,5015713,5087692,5158827,5228812,5297422,5364482
Haiti,HTI,"Population, total",SP.POP.TOTL,8549200,8692567,8834733,8976552,9119178,9263404,9409457,9556889,9705029,9852870,9999617,10145054,10289210,10431776,10572466,10711061,10847334
Honduras,HND,"Population, female",SP.POP.TOTL.FE.IN,3280384,3364548,3449278,3534236,3618985,3703204,3786765,3869619,3951543,4032338,4111846,4189937,4266679,4342501,4418009,4493633,4569499
Honduras,HND,"Population, male",SP.POP.TOTL.MA.IN,3243899,3328513,3413879,3499585,3585168,3670226,3754641,3838353,3921115,4002683,4082932,4161663,4238967,4315284,4391207,4467196,4543368
Honduras,HND,"Population, total",SP.POP.TOTL,6524283,6693061,6863157,7033821,7204153,7373430,7541406,7707972,7872658,8035021,8194778,8351600,8505646,8657785,8809216,8960829,9112867
"Hong Kong SAR, China",HKG,"Population, female",SP.POP.TOTL.FE.IN,3389957,3429847,3460505,3469510,3512801,3544231,3582945,3629510,3666317,3688296,3728491,3765410,3820200,3847417,3885603,3928923,3959809
"Hong Kong SAR, China",HKG,"Population, male",SP.POP.TOTL.MA.IN,3275043,3284453,3283595,3261290,3270699,3268969,3274155,3286790,3291483,3284504,3295709,3306190,3334400,3340083,3356097,3376777,3386891
"Hong Kong SAR, China",HKG,"Population, total",SP.POP.TOTL,6665000,6714300,6744100,6730800,6783500,6813200,6857100,6916300,6957800,6972800,7024200,7071600,7154600,7187500,7241700,7305700,7346700
Hungary,HUN,"Population, female",SP.POP.TOTL.FE.IN,5353114,5344068,5331803,5319113,5309446,5300472,5293268,5285599,5276393,5267839,5255174,5239172,5210712,5194660,5178828,5164605,5149515
Hungary,HUN,"Population, male",SP.POP.TOTL.MA.IN,4857857,4843508,4826805,4810439,4797700,4786593,4778102,4770181,4761795,4754811,4744849,4732555,4709650,4698422,4687640,4678423,4668443
Hungary,HUN,"Population, total",SP.POP.TOTL,10210971,10187576,10158608,10129552,10107146,10087065,10071370,10055780,10038188,10022650,10000023,9971727,9920362,9893082,9866468,9843028,9817958
Iceland,ISL,"Population, female",SP.POP.TOTL.FE.IN,140483,142368,143616,144563,145744,147947,151292,154970,157684,158089,157818,158360,159347,161052,163026,164840,166576
Iceland,ISL,"Population, male",SP.POP.TOTL.MA.IN,140722,142600,143907,144958,146330,148787,152490,156596,159730,160410,160223,160654,161369,162712,164360,165975,167676
Iceland,ISL,"Population, total",SP.POP.TOTL,281205,284968,287523,289521,292074,296734,303782,311566,317414,318499,318041,319014,320716,323764,327386,330815,334252
India,IND,"Population, female",SP.POP.TOTL.FE.IN,507537346,516357538,525125249,533833882,542479615,551056671,559563591,567989344,576308230,584488322,592508750,600355301,608038155,615591238,623063359,630489688,637879447
India,IND,"Population, male",SP.POP.TOTL.MA.IN,545513566,555120317,564681863,574193966,583656162,593062003,602414128,611691895,620838676,629781810,638471941,646880728,655027697,662970969,670795935,678564292,686291907
India,IND,"Population, total",SP.POP.TOTL,1053050912,1071477855,1089807112,1108027848,1126135777,1144118674,1161977719,1179681239,1197146906,1214270132,1230980691,1247236029,1263065852,1278562207,1293859294,1309053980,1324171354
Indonesia,IDN,"Population, female",SP.POP.TOTL.FE.IN,105672082,107105162,108546196,109993540,111442850,112891716,114337725,115784629,117243106,118727333,120245778,121803025,123391187,124990757,126574773,128123149,129628173
Indonesia,IDN,"Population, male",SP.POP.TOTL.MA.IN,105868347,107401340,108961863,110551674,112171799,113821014,115500477,117204512,118916170,120613145,122278345,123904486,125492045,127041506,128556343,130038964,131487283
Indonesia,IDN,"Population, total",SP.POP.TOTL,211540429,214506502,217508059,220545214,223614649,226712730,229838202,232989141,236159276,239340478,242524123,245707511,248883232,252032263,255131116,258162113,261115456
"Iran, Islamic Rep.",IRN,"Population, female",SP.POP.TOTL.FE.IN,32600982,33027142,33395107,33731820,34076678,34458280,34883854,35344702,35834024,36339464,36851011,37367821,37890619,38412198,38923852,39418735,39893266
"Iran, Islamic Rep.",IRN,"Population, male",SP.POP.TOTL.MA.IN,33530872,34069272,34588223,35080893,35540422,35963531,36344026,36686401,37011518,37348101,37716500,38123761,38562955,39023186,39487240,39941752,40384162
"Iran, Islamic Rep.",IRN,"Population, total",SP.POP.TOTL,66131854,67096414,67983330,68812713,69617100,70421811,71227880,72031103,72845542,73687565,74567511,75491582,76453574,77435384,78411092,79360487,80277428
Iraq,IRQ,"Population, female",SP.POP.TOTL.FE.IN,11675700,12011530,12346914,12682258,13018619,13357780,13697544,14040247,14397667,14785372,15213700,15688080,16203292,16745834,17296181,17840093,18373070
Iraq,IRQ,"Population, male",SP.POP.TOTL.MA.IN,11889713,12240119,12592385,12945368,13297990,13650646,14000368,14350186,14713750,15109280,15549001,16038973,16573279,17137311,17709899,18275556,18829502
Iraq,IRQ,"Population, total",SP.POP.TOTL,23565413,24251649,24939299,25627626,26316609,27008426,27697912,28390433,29111417,29894652,30762701,31727053,32776571,33883145,35006080,36115649,37202572
Ireland,IRL,"Population, female",SP.POP.TOTL.FE.IN,1912608,1941607,1972516,2002796,2038088,2082083,2138949,2202408,2249100,2273788,2288159,2298712,2306245,2314396,2325925,2357254,2406205
Ireland,IRL,"Population, male",SP.POP.TOTL.MA.IN,1892566,1924636,1959431,1993725,2032174,2077831,2134642,2196534,2240444,2261587,2271996,2278082,2280652,2283898,2291300,2319581,2366890
Ireland,IRL,"Population, total",SP.POP.TOTL,3805174,3866243,3931947,3996521,4070262,4159914,4273591,4398942,4489544,4535375,4560155,4576794,4586897,4598294,4617225,4676835,4773095
Isle of Man,IMN,"Population, female",SP.POP.TOTL.FE.IN,,,,,,,,,,,,,,,,,
Isle of Man,IMN,"Population, male",SP.POP.TOTL.MA.IN,,,,,,,,,,,,,,,,,
Isle of Man,IMN,"Population, total",SP.POP.TOTL,72554,73192,73870,74587,75341,76118,76914,77727,78534,79325,80072,80759,81406,82013,82590,83167,83737
Israel,ISR,"Population, female",SP.POP.TOTL.FE.IN,3189814,3265659,3331477,3391311,3450869,3511390,3573339,3636807,3701329,3789762,3857885,3927384,3997503,4069325,4144596,4224040,4304897
Israel,ISR,"Population, male",SP.POP.TOTL.MA.IN,3099186,3173341,3238523,3298389,3358131,3418710,3480361,3543293,3607471,3695838,3765715,3838416,3912997,3990175,4071104,4156060,4242203
Israel,ISR,"Population, total",SP.POP.TOTL,6289000,6439000,6570000,6689700,6809000,6930100,7053700,7180100,7308800,7485600,7623600,7765800,7910500,8059500,8215700,8380100,8547100
Italy,ITA,"Population, female",SP.POP.TOTL.FE.IN,29314804,29319124,29344004,29453801,29628207,29765643,29856811,30017653,30230970,30380949,30480264,30531102,30605836,30949950,31219344,31172015,31086814
Italy,ITA,"Population, male",SP.POP.TOTL.MA.IN,27627304,27654976,27715003,27859402,28057120,28203841,28287168,28420657,28595761,28714416,28797153,28848347,28933881,29283998,29569796,29558567,29513776
Italy,ITA,"Population, total",SP.POP.TOTL,56942108,56974100,57059007,57313203,57685327,57969484,58143979,58438310,58826731,59095365,59277417,59379449,59539717,60233948,60789140,60730582,60600590
Jamaica,JAM,"Population, female",SP.POP.TOTL.FE.IN,1336801,1347442,1357982,1368165,1377690,1386369,1394091,1400949,1407101,1412812,1418287,1423553,1428582,1433437,1438191,1442884,1447539
Jamaica,JAM,"Population, male",SP.POP.TOTL.MA.IN,1320063,1329569,1337464,1344346,1351087,1358304,1366188,1374518,1383021,1391270,1398923,1405940,1412410,1418370,1423896,1429050,1433816
Jamaica,JAM,"Population, total",SP.POP.TOTL,2656864,2677011,2695446,2712511,2728777,2744673,2760279,2775467,2790122,2804082,2817210,2829493,2840992,2851807,2862087,2871934,2881355
