,country,year,birth/1000,fertility/1000,health_exp/capita,health_exp_private_%GDP,health_exp_public_%GDP,health_exp_public_%govExp,health_exp_public_%totHealthExp,health_exp_%GDP,life_exp_F,life_exp_M,life_exp,risk_maternal_death_%,mortality/1000_adultF,mortality/1000_adultM,mortality/1000_infant,death_age<5,health_exp_outOfPocket_%privateExp,health_exp_outOfPocket_%totExp,sanitation_%pop,anemia_%age<5,anemia_nonpregnant_%age15-49,anemia_%pregnant,anemia_%age15-49,survival_>=age65_F,survival_>=age65_M,tuberculosis_%detect,tuberculosis_%txSuccess,Code,Region,Income group
1072,Mauritania,2009,36.414,5.021,39.60779267,1.98755052,1.79980274,7.5854886,47.52138542,3.78735326,63.222,60.215,61.68182927,3.6150623939999997,190.8,237.2,71.1,12046.0,93.0677865,48.84068498,35.92332731,70.2,37.5,47.0,38.4,66.20855999999999,59.44416999999999,53.0,60.0,MRT,Sub-Saharan Africa,Lower middle income
1073,Mauritania,2010,36.191,4.9830000000000005,39.60878015,1.75828817,1.52105378,6.76698594,46.38289641,3.27934195,63.468999999999994,60.506,61.95136585,3.517966869,189.2,234.8,70.1,11915.0,91.95516098,49.30369392,37.36068506,69.8,37.0,46.6,37.9,66.55842,59.8669,51.0,70.0,MRT,Sub-Saharan Africa,Lower middle income
1074,Mauritania,2011,35.94,4.942,39.91531539,1.590546292,1.279141378,5.68634196,44.57423682,2.86968767,63.711000000000006,60.78,62.2097561,3.384879039,187.6,232.4,69.2,11802.0,85.7423495,47.52335158,38.80326865,69.5,36.7,46.2,37.5,66.90829000000001,60.28961999999999,38.0,70.0,MRT,Sub-Saharan Africa,Lower middle income
1075,Mauritania,2012,35.654,4.897,43.12123478,1.7513765119999998,1.370247011,4.58019427,40.76257513,3.36153201,63.943999999999996,61.028999999999996,62.45095122,3.238700347,186.0,230.0,68.1,11630.0,85.31480028,44.44947627,40.25152066,69.1,36.4,45.8,37.2,67.25815,60.71235,57.0,68.0,MRT,Sub-Saharan Africa,Lower middle income
1076,Mauritania,2013,35.33,4.848,47.46707483,1.700296835,1.726038803,6.01028983,47.49073466,3.63447484,64.165,61.25,62.67195122,3.0708061410000003,184.361,228.695,67.2,11470.0,86.54969004,40.49007643,41.70418876,68.8,36.2,45.4,37.0,67.54311,60.926559999999995,50.0,71.0,MRT,Sub-Saharan Africa,Lower middle income
1077,Mauritania,2014,34.969,4.794,48.83750877,1.901682777,1.871016263,6.01028983,49.59357327,3.77269904,64.372,61.44,62.8702439,2.907656222,182.722,227.389,66.1,11271.0,86.98561279,43.84633918,43.16040032,68.5,36.1,45.0,36.9,67.82806,61.140769999999996,55.0,70.0,MRT,Sub-Saharan Africa,Lower middle income
1078,Mauritania,2015,34.574,4.736000000000001,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,64.564,61.601000000000006,63.04636585,2.744005782,181.083,226.084,65.1,11050.0,-2.0,-2.0,44.62062434,68.2,36.2,44.8,37.0,68.11301999999999,61.354980000000005,54.0,-2.0,MRT,Sub-Saharan Africa,Lower middle income
1079,Mauritania,2016,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,67.9,36.5,44.6,37.2,-2.0,-2.0,-2.0,-2.0,MRT,Sub-Saharan Africa,Lower middle income
1080,Mauritius,2007,13.7,1.74,268.0231232,2.368187415,1.872909835,8.85502248,44.16097356,4.24109725,76.11,69.2,72.57073171,0.078028347,103.76799999999999,211.12900000000002,14.1,296.0,88.01086776,49.14441172,92.30885606,43.4,19.4,32.0,19.8,82.405,68.359,38.0,85.0,MUS,Sub-Saharan Africa,Upper middle income
1081,Mauritius,2008,13.2,1.67,358.47373769999996,2.8201483639999996,1.782954216,7.94728889,38.73374935,4.60310258,76.11,69.2,72.57073171,0.076451794,102.37200000000001,208.50400000000002,13.9,269.0,90.70843861,55.57365936,92.44771853,42.5,19.6,31.3,19.9,82.7592,68.8336,39.0,88.0,MUS,Sub-Saharan Africa,Upper middle income
1082,Mauritius,2009,12.3,1.59,353.0903308,2.799029141,2.168691339,8.53124347,43.65566355,4.96772048,76.56,69.38,72.88243902,0.083552344,100.975,205.88,13.6,241.0,91.07942818,51.31809945,92.58729986,41.6,19.8,30.6,20.1,83.1134,69.3082,42.0,89.0,MUS,Sub-Saharan Africa,Upper middle income
1083,Mauritius,2010,12.0,1.57,411.58234330000005,2.7026789019999997,2.5825881280000003,10.29367418,48.86391006,5.28526703,76.65,69.46,72.96731707,0.093045178,99.57799999999999,203.255,13.3,221.0,91.25733514,46.66543297,92.72760005,41.0,20.2,30.1,20.5,83.4676,69.7828,45.0,91.0,MUS,Sub-Saharan Africa,Upper middle income
1084,Mauritius,2011,11.7,1.55,451.21496229999997,2.56360577,2.46122411,9.98643352,48.98124253,5.02482988,76.97,69.74,73.26682927,0.078948354,98.182,200.63,13.1,208.0,91.28879017,46.57440645,92.86863553,40.4,20.7,29.6,20.9,83.8218,70.2574,43.0,90.0,MUS,Sub-Saharan Africa,Upper middle income
1085,Mauritius,2012,11.5,1.54,432.4817028,2.463543409,2.292702791,9.84821038,48.20403937,4.7562462,77.5,70.4,73.86341463,0.081003825,96.785,198.005,12.8,201.0,91.37701659,47.32960354,93.01037172,39.9,21.4,29.3,21.6,84.176,70.732,48.0,91.0,MUS,Sub-Saharan Africa,Upper middle income
1086,Mauritius,2013,10.9,1.44,455.5292788,2.4559633780000003,2.3655561919999997,9.52140394,49.06246169,4.82151957,77.5,70.7,74.01707317,0.07959131400000001,95.77,196.049,12.6,198.0,91.35494383,46.53395951,93.15312487,39.5,22.1,29.2,22.3,84.35564000000001,71.02738000000001,49.0,88.0,MUS,Sub-Saharan Africa,Upper middle income
1087,Mauritius,2014,10.6,1.43,482.4541727,2.4448588940000002,2.364685746,9.99251732,49.16652038,4.80954464,77.58,70.97,74.19439024,0.078887853,94.755,194.092,12.2,195.0,91.32236087,46.4223337,93.15098638,39.3,23.0,29.0,23.2,84.53528,71.32276,46.0,90.0,MUS,Sub-Saharan Africa,Upper middle income
1088,Mauritius,2015,10.1,1.36,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,77.79,71.08,74.35317073,0.077892962,93.74,192.135,11.8,192.0,-2.0,-2.0,93.14913303,39.1,24.0,29.1,24.1,84.71491999999999,71.61814,46.0,-2.0,MUS,Sub-Saharan Africa,Upper middle income
1089,Mauritius,2016,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,39.1,25.0,29.3,25.1,-2.0,-2.0,-2.0,-2.0,MUS,Sub-Saharan Africa,Upper middle income
1090,Mexico,2007,20.968000000000004,2.421,565.5259527000001,3.273264662,2.6423747680000003,11.33363628,44.66761031,5.91563943,78.071,73.22800000000001,75.59043902,0.135201446,88.169,155.145,15.8,43385.0,93.33183008,51.64273192,82.63361156,28.0,18.2,24.0,18.5,84.44553,76.28260999999999,81.0,80.0,MEX,Latin America & Caribbean,Upper middle income
1091,Mexico,2008,20.609,2.391,603.9211617000001,3.300383843,2.7609368169999997,10.64564422,45.55008672,6.06132066,78.215,73.378,75.7375122,0.132594735,87.05799999999999,153.605,15.4,42138.0,93.21363155,50.75474155,83.49216189,27.5,17.3,23.2,17.6,84.63381,76.50225,81.0,81.0,MEX,Latin America & Caribbean,Upper middle income
1092,Mexico,2009,20.287,2.364,526.0840268000001,3.499864299,3.095935571,11.38335512,46.93798527,6.59579987,78.363,73.52199999999999,75.88346341,0.13808161300000002,85.946,152.064,15.0,40965.0,92.57898429,49.12427428,84.34018801,27.2,16.4,22.4,16.6,84.82208,76.72189,79.0,83.0,MEX,Latin America & Caribbean,Upper middle income
1093,Mexico,2010,19.992,2.3409999999999997,591.7125065,3.291147159,3.103295671,11.534530199999999,48.53113483,6.39444283,78.518,73.668,76.03385366,0.11599878400000001,84.834,150.524,14.4,39580.0,92.28042519,47.49568762,85.17825538,27.0,15.6,21.7,15.8,85.01035,76.94153,83.0,82.0,MEX,Latin America & Caribbean,Upper middle income
1094,Mexico,2011,19.714000000000002,2.318,615.1036392000001,2.9763076319999997,3.067131298,11.35873486,50.75142371,6.04343893,78.681,73.818,76.19019512,0.106731631,83.72200000000001,148.983,13.8,37776.0,91.47066235,45.04799893,86.00594714,26.9,14.9,21.1,15.2,85.19861999999999,77.16117,80.0,82.0,MEX,Latin America & Caribbean,Upper middle income
1095,Mexico,2012,19.435,2.295,633.0896949,3.0538588110000005,3.160971159,11.46749923,50.86174802,6.21482997,78.84899999999999,73.977,76.35358537,0.10355314800000001,82.61,147.44299999999998,13.1,36230.0,91.56877395,44.99529488,86.82365785,26.9,14.5,20.6,14.7,85.3869,77.38081,81.0,80.0,MEX,Latin America & Caribbean,Upper middle income
1096,Mexico,2013,19.145,2.27,673.8100350999999,3.036779957,3.2569934060000003,11.58149111,51.73704142,6.29528345,79.01899999999999,74.146,76.52307317,0.100419585,81.654,145.608,12.5,34428.0,91.21750418,44.00238537,87.63144023,27.0,14.2,20.1,14.4,85.58218000000001,77.66773,81.0,80.0,MEX,Latin America & Caribbean,Upper middle income
1097,Mexico,2014,18.837,2.2430000000000003,677.1899867000001,3.0368694560000002,3.2595515739999996,11.58149111,51.76832297,6.29642103,79.191,74.32600000000001,76.69917073,0.093759391,80.69800000000001,143.773,11.9,32785.0,91.21750418,43.99573201,88.4296569,27.3,14.0,19.8,14.3,85.77747,77.95466,81.0,80.0,MEX,Latin America & Caribbean,Upper middle income
1098,Mexico,2015,18.512,2.215,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,79.365,74.516,76.88136585,0.08886110400000001,79.743,141.938,11.3,31278.0,-2.0,-2.0,89.21839255,27.7,14.1,19.6,14.4,85.97276,78.24158,81.0,-2.0,MEX,Latin America & Caribbean,Upper middle income
1099,Mexico,2016,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,28.2,14.4,19.6,14.6,-2.0,-2.0,-2.0,-2.0,MEX,Latin America & Caribbean,Upper middle income
1100,Moldova,2007,10.707,1.242,134.26544730000003,5.964645083,4.9197080269999995,11.7264454,45.19982012,10.88435311,72.166,64.398,68.18726829,0.047238120999999994,148.953,307.5,15.5,797.0,83.32874506,45.66430218,74.95043046,29.3,26.5,29.4,26.5,75.18918000000001,56.240990000000004,67.0,74.0,MDA,Europe & Central Asia,Lower middle income
1101,Moldova,2008,10.88,1.256,193.7607801,6.023548282,5.389847747999999,12.97051287,47.22387389,11.41339603,72.569,64.73899999999999,68.5585122,0.046629274000000005,139.596,296.065,15.2,801.0,85.40651585,45.07425051,75.36216009,28.7,26.1,29.0,26.2,76.51125,57.39515,63.0,71.0,MDA,Europe & Central Asia,Lower middle income
1102,Moldova,2009,11.004000000000001,1.268,189.0509055,6.430284012,6.0594371979999995,13.39179278,48.51539195,12.48972121,73.074,65.14,69.0102439,0.045059678,130.238,284.63,14.9,805.0,84.81563806,43.66699882,75.78010362,28.0,25.8,28.6,25.9,77.83333,58.549319999999994,65.0,69.0,MDA,Europe & Central Asia,Lower middle income
1103,Moldova,2010,11.058,1.274,196.83055880000003,6.460318567000001,5.621478753,13.77817178,46.52849741,12.08179732,73.641,65.577,69.51065854,0.046412431,120.88,273.194,14.7,807.0,82.75193798,44.24870466,76.20411191,27.3,25.6,28.3,25.7,79.1554,59.703480000000006,61.0,67.0,MDA,Europe & Central Asia,Lower middle income
1104,Moldova,2011,11.038,1.273,209.5331894,5.299674479,5.311539911000001,13.61895569,50.05590987,10.61121439,74.219,66.013,70.01592683,0.035161758,111.523,261.759,14.5,794.0,80.97650359,40.44297793,76.63339343,26.7,25.5,28.1,25.6,80.47748,60.85765,64.0,73.0,MDA,Europe & Central Asia,Lower middle income
1105,Moldova,2012,10.962,1.2690000000000001,242.6306315,6.3558064960000005,5.517522784,13.76541115,46.46988771,11.87332928,74.749,66.411,70.47831707,0.036040148,102.165,250.324,14.3,777.0,83.54731441,44.72297122,77.06800646,26.3,25.5,27.9,25.6,81.79956,62.01181,67.0,76.0,MDA,Europe & Central Asia,Lower middle income
1106,Moldova,2013,10.849,1.263,224.73833259999998,5.023377595,5.031340165,13.07630647,50.03959619,10.05471776,75.188,66.747,70.86456098,0.033697104,101.039,248.102,14.1,749.0,80.61007255,40.27311776,77.50737697,26.0,25.6,27.7,25.7,82.01398,62.29768000000001,69.0,80.0,MDA,Europe & Central Asia,Lower middle income
1107,Moldova,2014,10.700999999999999,1.256,228.8466711,5.019667386,5.303988305,13.31891989,51.37703604,10.32365569,75.52199999999999,67.009,71.16168293,0.03252321,99.914,245.88099999999997,13.9,719.0,78.95330209,38.38943562,77.95114334,25.9,25.8,27.6,25.8,82.2284,62.58354,65.0,79.0,MDA,Europe & Central Asia,Lower middle income
1108,Moldova,2015,10.524000000000001,1.248,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,75.751,67.2,71.37121951,0.031495426,98.788,243.65900000000002,13.6,687.0,-2.0,-2.0,78.39894398,26.0,26.2,27.6,26.2,82.44282,62.869409999999995,58.0,-2.0,MDA,Europe & Central Asia,Lower middle income
1109,Moldova,2016,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,26.3,26.8,27.8,26.8,-2.0,-2.0,-2.0,-2.0,MDA,Europe & Central Asia,Lower middle income
1110,Monaco,2007,-2.0,-2.0,5667.975021,0.428085145,2.952654785,15.01489895,87.33753102,3.38073993,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,3.5,1.0,55.28147797,7.0,100.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,MCO,Europe & Central Asia,High income
1111,Monaco,2008,-2.0,-2.0,6619.478676,0.447215734,3.1897775960000003,15.79997461,87.70369659999999,3.63699333,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,3.4,1.0,56.92767798,7.0,100.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,MCO,Europe & Central Asia,High income
1112,Monaco,2009,-2.0,-2.0,6472.1410399999995,0.49675441,3.8011578999999998,18.52079486,88.44196032,4.29791231,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,3.3,1.0,60.5639035,7.0,100.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,MCO,Europe & Central Asia,High income
1113,Monaco,2010,-2.0,-2.0,6410.437338000001,0.5037396470000001,3.896460373,18.82163011,88.55189209,4.40020002,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,3.2,1.0,61.14547537,7.0,100.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,87.0,-2.0,MCO,Europe & Central Asia,High income
1114,Monaco,2011,-2.0,-2.0,6865.218043000001,0.487851661,3.705257089,18.82163011,88.3653945,4.19310875,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,3.2,1.0,60.16534039,7.0,100.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,MCO,Europe & Central Asia,High income
1115,Monaco,2012,-2.0,-2.0,6551.811995,0.491191902,3.764195008,18.82163011,88.45717409999999,4.25538691,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,3.1,1.0,60.64372853,7.0,100.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,MCO,Europe & Central Asia,High income
1116,Monaco,2013,-2.0,-2.0,7045.022695999999,0.475047248,3.554960152,18.82163011,88.21224873,4.0300074,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,3.0,1.0,59.38367582,7.0,100.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,100.0,MCO,Europe & Central Asia,High income
1117,Monaco,2014,-2.0,-2.0,8148.808358,0.496584541,3.841098459,18.82163011,88.55184806,4.337683,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,2.9,2.0,61.14524019,7.0,100.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,MCO,Europe & Central Asia,High income
1118,Monaco,2015,8.1,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,2.8,2.0,-2.0,-2.0,100.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,MCO,Europe & Central Asia,High income
1119,Monaco,2016,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,MCO,Europe & Central Asia,High income
1120,Mongolia,2007,21.834,2.331,82.70909694,2.327252105,2.736412235,7.75185589,54.0401585,5.06366434,70.11,62.228,66.07287805,0.19671901,161.233,329.55400000000003,30.6,1994.0,92.58542885,42.55211636,54.16951591,25.5,15.2,27.3,15.8,73.94239,54.64091,42.0,93.0,MNG,East Asia & Pacific,Lower middle income
1121,Mongolia,2008,22.816,2.434,119.25790649999999,2.39351082,3.18351906,8.46035348,57.08269686,5.57702988,70.615,62.635,66.52768293,0.189216012,156.249,324.378,28.6,1997.0,94.03954695,40.35923744,54.95838027,25.5,15.0,27.2,15.6,74.59082,55.16425,40.0,92.0,MNG,East Asia & Pacific,Lower middle income
1122,Mongolia,2009,23.778000000000002,2.539,90.83080339,2.521489687,2.768372713,7.80839928,52.33354865,5.2898624000000005,71.116,63.06100000000001,66.99026829,0.18136368600000002,151.265,319.20099999999996,26.8,1985.0,94.2128377,44.90791645,55.72408772,25.8,14.9,27.3,15.5,75.23926,55.687580000000004,39.0,92.0,MNG,East Asia & Pacific,Lower middle income
1123,Mongolia,2010,24.609,2.637,124.48513490000002,2.0424595130000003,2.654478067,8.40678291,56.51508076,4.69693758,71.601,63.488,67.44556098,0.172413738,146.281,314.025,25.0,1946.0,93.1283844,40.49680274,56.46887176,26.0,15.0,27.4,15.6,75.8877,56.210919999999994,38.0,91.0,MNG,East Asia & Pacific,Lower middle income
1124,Mongolia,2011,25.206999999999997,2.716,168.0592688,1.8586357130000002,2.595706257,6.84309511,58.27361875,4.45434197,72.053,63.897,67.87553659,0.163181984,141.297,308.848,23.4,1893.0,92.4724935,38.58542519,57.19190514,26.6,15.2,27.7,15.9,76.53613,56.73425,36.0,90.0,MNG,East Asia & Pacific,Lower middle income
1125,Mongolia,2012,25.525,2.7739999999999996,184.7117496,1.959308355,2.260514895,5.81009992,53.56894735,4.21982325,72.457,64.26899999999999,68.26314634,0.152502515,136.314,303.672,22.1,1826.0,93.22840499,43.286929799999996,57.8877998,27.0,15.6,28.1,16.3,77.18457,57.25759,34.0,88.0,MNG,East Asia & Pacific,Lower middle income
1126,Mongolia,2013,25.543000000000003,2.805,184.7868904,1.99987371,2.21159453,5.49922645,52.51362243,4.21146824,72.806,64.594,68.59985366,0.1419057,134.04,301.177,20.9,1751.0,93.29308148,44.30150492,58.48392281,27.7,16.2,28.5,16.8,77.54499,57.59059,35.0,89.0,MNG,East Asia & Pacific,Lower middle income
1127,Mongolia,2014,25.261,2.8110000000000004,195.33347869999997,2.1097688480000003,2.620572882,6.72003972,55.39922972,4.73034173,73.09899999999999,64.867,68.88260976,0.132944545,131.767,298.682,19.9,1673.0,93.34917068,41.63444917,58.91890628,28.4,16.8,28.9,17.4,77.90541999999999,57.923590000000004,36.0,86.0,MNG,East Asia & Pacific,Lower middle income
1128,Mongolia,2015,24.711,2.793,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,73.342,65.09100000000001,69.11587805,0.12537405599999998,129.494,296.188,19.0,1581.0,-2.0,-2.0,59.2215303,29.3,17.8,29.6,18.4,78.26584,58.25659,37.0,-2.0,MNG,East Asia & Pacific,Lower middle income
1129,Mongolia,2016,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,30.3,18.9,30.3,19.5,-2.0,-2.0,-2.0,-2.0,MNG,East Asia & Pacific,Lower middle income
1130,Montenegro,2007,13.124,1.82,400.3747808,2.194428956,4.5478217039999995,11.39279065,67.45257531,6.74225066,76.484,71.72,74.04390244,0.014437348999999999,92.911,159.356,8.2,74.0,100.0,32.54742469,91.94349938,26.3,22.3,26.5,22.5,84.69978,74.45228,87.0,78.0,MNE,Europe & Central Asia,Upper middle income
1131,Montenegro,2008,12.968,1.805,449.1770489,2.142002273,3.9917967869999997,9.68331132,65.0787016,6.13379906,76.779,72.108,74.38653659,0.014802693,88.23200000000001,153.687,7.4,67.0,100.0,34.9212984,92.46647391,26.0,22.2,26.3,22.3,85.42531,75.30976,87.0,83.0,MNE,Europe & Central Asia,Upper middle income
1132,Montenegro,2009,12.779000000000002,1.787,406.7907006,2.46089306,3.61393065,7.31399863,59.49029671,6.07482371,77.152,72.524,74.78156098,0.014287178999999999,83.552,148.019,6.8,61.0,100.0,40.50970329,92.99009775,25.7,22.1,26.1,22.2,86.15083,76.16724,87.0,85.0,MNE,Europe & Central Asia,Upper middle income
1133,Montenegro,2010,12.565,1.767,456.6293165,2.728346008,4.173469442,9.51383246,60.46915442,6.90181545,77.575,72.945,75.20353659,0.014364841000000001,78.873,142.35,6.3,56.0,100.0,39.53084558,93.51431851,25.5,22.2,26.0,22.3,86.87635999999999,77.02472,87.0,87.0,MNE,Europe & Central Asia,Upper middle income
1134,Montenegro,2011,12.335,1.745,500.41784160000003,2.738241695,4.186590285,9.11265909,60.45764428,6.92483198,78.012,73.348,75.62312195,0.012586583,74.193,136.681,5.7,50.0,100.0,39.54235572,94.03918496,25.4,22.3,26.1,22.4,87.60189,77.8822,87.0,86.0,MNE,Europe & Central Asia,Upper middle income
1135,Montenegro,2012,12.105,1.725,470.0001972,2.775018708,4.4723783919999995,9.84266145,61.71013303,7.247397099999999,78.426,73.717,76.01407317,0.013178051000000001,69.514,131.013,5.3,44.0,100.0,38.28986697,94.56497715,25.4,22.6,26.2,22.8,88.32741,78.73969,87.0,84.0,MNE,Europe & Central Asia,Upper middle income
1136,Montenegro,2013,11.888,1.706,454.4871108,2.706295954,3.719088236,9.84266145,57.88118073,6.42538419,78.786,74.04,76.35512195,0.012702287,68.343,129.093,4.9,39.0,100.0,42.11881927,95.09160663,25.5,23.1,26.3,23.2,88.53498,79.06388000000001,87.0,87.0,MNE,Europe & Central Asia,Upper middle income
1137,Montenegro,2014,11.690999999999999,1.69,457.66493629999997,2.74916175,3.66738093,9.84266145,57.15509291,6.41654268,79.081,74.313,76.63885366,0.012378385,67.173,127.17200000000001,4.6,36.0,100.0,42.84490709,95.61908972,25.8,23.7,26.5,23.7,88.74255,79.38807,87.0,89.0,MNE,Europe & Central Asia,Upper middle income
1138,Montenegro,2015,11.515999999999998,1.6769999999999998,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,79.308,74.53699999999999,76.86431707,0.01204346,66.002,125.25200000000001,4.3,33.0,-2.0,-2.0,95.90868712,26.3,24.3,26.8,24.4,88.95011,79.71226999999999,62.0,-2.0,MNE,Europe & Central Asia,Upper middle income
1139,Montenegro,2016,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,26.9,25.1,27.2,25.2,-2.0,-2.0,-2.0,-2.0,MNE,Europe & Central Asia,Upper middle income
1140,Morocco,2007,21.186999999999998,2.563,132.8099051,3.577105242,1.8980773180000001,6.31538512,34.66692293,5.47518256,74.043,71.07,72.5202439,0.452462549,84.46700000000001,106.462,31.9,23510.0,87.39342598,57.09681435,76.17485314,32.4,34.0,37.5,34.1,84.02207,79.95866,84.0,88.0,MAR,Middle East & North Africa,Lower middle income
1141,Morocco,2008,21.203000000000003,2.563,153.5131166,3.5229258039999998,1.891971766,5.94474097,34.94012106,5.41489757,74.524,71.623,73.03812195,0.438731473,81.583,101.00200000000001,30.7,23175.0,87.26375824,56.77369547,77.14483237,32.2,33.7,37.6,33.9,84.51185,80.80236,87.0,88.0,MAR,Middle East & North Africa,Lower middle income
1142,Morocco,2009,21.249000000000002,2.569,162.3953904,3.619116645,2.046396065,6.58376965,36.12022724,5.66551271,74.943,72.152,73.51346341,0.42165674700000005,78.7,95.541,29.6,22936.0,87.81427388,56.09555861,78.09787185,32.0,33.5,37.7,33.7,85.00163,81.64605999999999,87.0,87.0,MAR,Middle East & North Africa,Lower middle income
1143,Morocco,2010,21.289,2.5780000000000003,165.6336384,3.791282593,2.0675720369999997,6.47997839,35.28969684,5.85885463,75.303,72.64399999999999,73.94107317,0.396772313,75.816,90.081,28.5,22552.0,88.33552092,57.16218339,79.03429609999999,32.0,33.4,37.9,33.6,85.49141,82.48977,88.0,88.0,MAR,Middle East & North Africa,Lower middle income
1144,Morocco,2011,21.283,2.5839999999999996,182.63632130000002,3.90097973,2.08777206,6.04558367,34.86155601,5.98875179,75.612,73.09,74.32024390000001,0.375718841,72.932,84.62,27.4,22189.0,88.33552092,57.54038382,79.95394126,32.0,33.6,38.3,33.8,85.98119,83.33346999999999,87.0,81.0,MAR,Middle East & North Africa,Lower middle income
1145,Morocco,2012,21.203000000000003,2.583,178.7231795,3.965386195,2.181466365,6.04558367,35.48916041,6.14685256,75.893,73.487,74.66065854,0.35891421700000004,70.04899999999999,79.16,26.4,21733.0,88.33552092,56.98598621,80.85709973,32.2,34.0,38.6,34.2,86.47097,84.17718,85.0,89.0,MAR,Middle East & North Africa,Lower middle income
1146,Morocco,2013,21.03,2.574,184.2304969,3.97759636,1.95774948,5.77829748,32.98458983,5.93534584,76.161,73.836,74.97014634,0.34267795,68.71,78.038,25.5,21279.0,88.33552092,59.19841167,81.74345982,32.4,34.4,39.0,34.6,86.7937,84.49602,84.0,89.0,MAR,Middle East & North Africa,Lower middle income
1147,Morocco,2014,20.759,2.555,190.0539696,3.9064517839999997,2.001326276,6.03489204,33.87612493,5.90777806,76.425,74.141,75.25514634,0.327363391,67.372,76.916,24.6,20579.0,88.33552092,58.4108695,82.61300228,32.8,35.0,39.4,35.2,87.11641999999999,84.81487,84.0,86.0,MAR,Middle East & North Africa,Lower middle income
1148,Morocco,2015,20.397000000000002,2.526,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,76.69,74.406,75.52014634,0.311359167,66.033,75.794,23.7,19759.0,-2.0,-2.0,83.46606769,33.3,35.8,39.8,36.0,87.43914000000001,85.13372,83.0,-2.0,MAR,Middle East & North Africa,Lower middle income
1149,Morocco,2016,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,34.0,36.7,40.4,36.9,-2.0,-2.0,-2.0,-2.0,MAR,Middle East & North Africa,Lower middle income
1150,Mozambique,2007,42.768,5.6739999999999995,21.41411052,2.152707244,3.1000050960000003,12.77578515,59.01722568,5.25271234,54.522,50.956,52.695512199999996,3.891073151,372.235,432.009,81.5,109702.0,19.58047039,8.02461999,17.33023753,68.0,50.0,50.5,50.1,48.22959,41.3292,32.0,79.0,MOZ,Sub-Saharan Africa,Low income
